region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Normandie,2020/04/19,13.0,11.0,22.0,91.0,6.25,57.0
Normandie,2020/04/20,17.0,12.0,24.0,86.0,10.0,46.0
Normandie,2020/04/21,15.0,11.0,23.0,85.0,10.0,26.0
Normandie,2020/04/22,16.0,11.0,21.0,90.0,10.0,3.0
Normandie,2020/04/23,20.0,13.0,9.0,85.0,9.875,22.0
Normandie,2020/04/24,17.0,11.0,11.0,85.0,9.875,47.0
Normandie,2020/04/25,14.0,10.0,18.0,90.0,10.0,47.0
Normandie,2020/04/26,16.0,12.0,12.0,77.0,9.0,49.0
Normandie,2020/04/27,16.0,11.0,10.0,94.0,8.625,63.0
Normandie,2020/04/28,15.0,10.0,26.0,92.0,9.25,81.0
Normandie,2020/04/29,12.0,9.0,27.0,87.0,9.875,77.0
Normandie,2020/04/30,12.0,8.0,39.0,88.0,9.5,66.0
Nouvelle-Aquitaine,2020/04/01,14.666666666666666,8.666666666666666,17.666666666666668,74.66666666666667,10.0,33.666666666666664
Nouvelle-Aquitaine,2020/04/02,14.0,7.666666666666667,14.333333333333334,75.33333333333333,9.666666666666666,21.0
Nouvelle-Aquitaine,2020/04/03,12.666666666666666,7.333333333333333,12.333333333333334,83.66666666666667,9.458333333333334,15.333333333333334
Nouvelle-Aquitaine,2020/04/04,17.666666666666668,9.333333333333334,14.666666666666666,72.66666666666667,9.541666666666666,0.3333333333333333
Nouvelle-Aquitaine,2020/04/05,18.0,11.333333333333334,21.333333333333332,68.66666666666667,10.0,6.0
Nouvelle-Aquitaine,2020/04/06,13.333333333333334,10.666666666666666,12.0,92.33333333333333,8.291666666666666,77.66666666666667
Nouvelle-Aquitaine,2020/04/07,18.333333333333332,12.333333333333334,12.333333333333334,73.66666666666667,9.083333333333334,58.0
Nouvelle-Aquitaine,2020/04/08,18.0,13.0,9.333333333333334,81.66666666666667,9.666666666666666,54.333333333333336
Nouvelle-Aquitaine,2020/04/09,20.666666666666668,14.333333333333334,12.0,74.66666666666667,10.0,9.333333333333334
Nouvelle-Aquitaine,2020/04/10,21.666666666666668,14.0,12.0,69.33333333333333,10.0,5.666666666666667
Nouvelle-Aquitaine,2020/04/11,21.0,14.0,11.333333333333334,66.33333333333333,9.958333333333334,13.0
Nouvelle-Aquitaine,2020/04/12,17.666666666666668,14.333333333333334,13.333333333333334,87.33333333333333,9.75,58.333333333333336
Nouvelle-Aquitaine,2020/04/13,18.666666666666668,12.333333333333334,17.666666666666668,78.0,9.166666666666666,68.33333333333333
Nouvelle-Aquitaine,2020/04/14,17.0,10.666666666666666,24.0,71.0,9.666666666666666,18.0
Nouvelle-Aquitaine,2020/04/15,20.666666666666668,12.333333333333334,19.666666666666668,68.66666666666667,10.0,8.666666666666666
Nouvelle-Aquitaine,2020/04/16,20.0,14.333333333333334,18.666666666666668,79.33333333333333,9.75,47.0
Nouvelle-Aquitaine,2020/04/17,19.333333333333332,14.0,16.0,90.66666666666667,9.0,67.0
Nouvelle-Aquitaine,2020/04/18,19.666666666666668,15.0,10.666666666666666,86.33333333333333,8.958333333333334,58.333333333333336
Nouvelle-Aquitaine,2020/04/19,17.333333333333332,12.333333333333334,13.0,92.0,8.458333333333334,73.0
Nouvelle-Aquitaine,2020/04/20,16.0,14.0,8.0,94.33333333333333,6.583333333333333,90.0
Nouvelle-Aquitaine,2020/04/21,16.0,13.333333333333334,9.0,95.0,7.416666666666667,84.66666666666667
Nouvelle-Aquitaine,2020/04/22,18.0,14.333333333333334,14.333333333333334,91.66666666666667,7.25,79.66666666666667
Nouvelle-Aquitaine,2020/04/23,18.333333333333332,14.333333333333334,9.0,88.33333333333333,8.333333333333334,61.0
Nouvelle-Aquitaine,2020/04/24,21.0,15.333333333333334,9.0,85.66666666666667,8.166666666666666,51.666666666666664
Nouvelle-Aquitaine,2020/04/25,20.666666666666668,15.666666666666666,11.333333333333334,88.0,8.166666666666666,54.333333333333336
Nouvelle-Aquitaine,2020/04/26,20.333333333333332,15.333333333333334,10.0,85.66666666666667,8.625,34.333333333333336
Nouvelle-Aquitaine,2020/04/27,16.0,12.333333333333334,15.0,92.66666666666667,8.875,78.0
Nouvelle-Aquitaine,2020/04/28,14.0,11.666666666666666,24.0,87.66666666666667,8.75,75.66666666666667
Nouvelle-Aquitaine,2020/04/29,14.333333333333334,11.0,25.333333333333332,90.0,7.708333333333333,90.66666666666667
Nouvelle-Aquitaine,2020/04/30,13.666666666666666,11.333333333333334,31.666666666666668,87.0,8.791666666666666,88.66666666666667
Occitanie,2020/04/01,13.0,11.0,29.0,69.0,10.0,43.5
Occitanie,2020/04/02,13.0,9.5,15.0,73.0,9.9375,52.5
Occitanie,2020/04/03,15.0,10.0,13.5,65.5,9.9375,18.5
Occitanie,2020/04/04,16.5,11.0,18.0,68.5,10.0,0.5
Occitanie,2020/04/05,16.5,12.5,29.0,66.0,10.0,0.5
Occitanie,2020/04/06,17.0,12.5,21.0,62.5,10.0,30.0
Occitanie,2020/04/07,17.5,13.5,19.5,65.5,9.8125,30.0
Occitanie,2020/04/08,18.0,13.5,15.0,64.5,9.875,18.0
Occitanie,2020/04/09,20.0,14.5,17.5,56.0,10.0,5.5
Occitanie,2020/04/10,20.0,15.0,19.5,60.5,10.0,3.0
Occitanie,2020/04/11,19.5,15.0,15.5,67.5,10.0,2.0
Occitanie,2020/04/12,17.5,13.5,17.5,74.5,9.875,34.0
Occitanie,2020/04/13,15.5,13.0,22.0,83.0,8.5625,60.5
Occitanie,2020/04/14,21.0,14.5,17.0,66.5,9.625,22.0
Occitanie,2020/04/15,17.5,14.5,35.5,69.0,10.0,6.5
Occitanie,2020/04/16,18.0,14.0,23.0,75.5,10.0,18.5
Occitanie,2020/04/17,17.0,14.5,21.5,81.5,10.0,54.5
Occitanie,2020/04/18,19.0,15.5,12.0,81.5,9.3125,59.5
Occitanie,2020/04/19,15.5,12.5,12.0,93.0,7.9375,92.0
Occitanie,2020/04/20,14.5,13.0,13.5,95.5,6.5625,97.5
Occitanie,2020/04/21,14.5,12.5,10.5,95.0,8.25,94.0
Occitanie,2020/04/22,14.5,13.0,19.5,92.0,6.375,93.5
Occitanie,2020/04/23,18.5,15.0,11.5,82.0,8.5625,64.0
Occitanie,2020/04/24,21.0,16.0,14.5,81.5,9.9375,20.0
Occitanie,2020/04/25,20.5,16.0,13.5,73.5,10.0,20.0
Occitanie,2020/04/26,20.0,15.5,14.0,84.5,9.75,57.5
Occitanie,2020/04/27,18.5,16.5,18.0,83.0,9.5,64.5
Occitanie,2020/04/28,18.0,14.0,22.0,78.0,9.125,65.0
Occitanie,2020/04/29,18.5,14.0,19.0,71.5,10.0,38.5
Occitanie,2020/04/30,18.0,16.0,27.5,72.0,9.9375,58.0
Pays de la Loire,2020/04/01,12.0,5.0,23.0,80.0,10.0,0.0
Pays de la Loire,2020/04/02,10.0,4.0,18.0,79.0,10.0,13.0
Pays de la Loire,2020/04/03,14.0,7.0,10.0,89.0,8.0,40.0
Pays de la Loire,2020/04/04,15.0,9.0,21.0,88.0,10.0,1.0
Pays de la Loire,2020/04/05,17.0,11.0,32.0,78.0,10.0,13.0
Pays de la Loire,2020/04/06,17.0,12.0,10.0,82.0,8.0,56.0
Pays de la Loire,2020/04/07,18.0,12.0,13.0,96.0,9.5,76.0
Pays de la Loire,2020/04/08,19.0,14.0,9.0,89.0,9.875,58.0
Pays de la Loire,2020/04/09,21.0,15.0,13.0,84.0,10.0,32.0
Pays de la Loire,2020/04/10,22.0,15.0,14.0,76.0,10.0,4.0
Pays de la Loire,2020/04/11,22.0,15.0,11.0,77.0,10.0,5.0
Pays de la Loire,2020/04/12,20.0,13.0,12.0,92.0,8.5,55.0
Pays de la Loire,2020/04/13,18.0,12.0,30.0,92.0,7.5,77.0
Pays de la Loire,2020/04/14,14.0,7.0,31.0,68.0,10.0,3.0
Pays de la Loire,2020/04/15,18.0,9.0,24.0,83.0,10.0,11.0
Pays de la Loire,2020/04/16,19.0,15.0,24.0,82.0,9.875,37.0
Pays de la Loire,2020/04/17,19.0,13.0,17.0,91.0,8.0,74.0
Pays de la Loire,2020/04/18,20.0,13.0,9.0,87.0,8.375,35.0
Pays de la Loire,2020/04/19,17.0,13.0,18.0,95.0,6.25,60.0
Pays de la Loire,2020/04/20,17.0,12.0,15.0,95.0,6.5,98.0
Pays de la Loire,2020/04/21,19.0,13.0,17.0,91.0,8.75,58.0
Pays de la Loire,2020/04/22,20.0,16.0,9.0,85.0,8.0,44.0
Pays de la Loire,2020/04/23,19.0,14.0,13.0,92.0,8.875,56.0
Pays de la Loire,2020/04/24,19.0,15.0,10.0,91.0,6.5,45.0
Pays de la Loire,2020/04/25,20.0,15.0,13.0,91.0,8.625,59.0
Pays de la Loire,2020/04/26,20.0,15.0,9.0,91.0,9.125,57.0
Pays de la Loire,2020/04/27,15.0,7.0,14.0,94.0,9.0,82.0
Pays de la Loire,2020/04/28,15.0,12.0,29.0,88.0,8.5,71.0
Pays de la Loire,2020/04/29,14.0,8.0,28.0,93.0,9.375,90.0
Pays de la Loire,2020/04/30,14.0,10.0,42.0,84.0,9.0,77.0
Provence-Alpes-Côte d'Azur,2020/04/01,12.0,11.0,27.0,58.0,10.0,43.0
Provence-Alpes-Côte d'Azur,2020/04/02,13.0,11.0,11.0,54.0,10.0,19.0
Provence-Alpes-Côte d'Azur,2020/04/03,15.0,12.0,13.0,59.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2020/04/04,16.0,15.0,22.0,57.0,10.0,1.0
Provence-Alpes-Côte d'Azur,2020/04/05,16.0,15.0,29.0,58.0,10.0,2.0
Provence-Alpes-Côte d'Azur,2020/04/06,16.0,15.0,22.0,60.0,10.0,2.0
Provence-Alpes-Côte d'Azur,2020/04/07,17.0,16.0,22.0,57.0,10.0,3.0
Provence-Alpes-Côte d'Azur,2020/04/08,18.0,16.0,12.0,52.0,10.0,2.0
Provence-Alpes-Côte d'Azur,2020/04/09,20.0,19.0,9.0,46.0,10.0,3.0
Provence-Alpes-Côte d'Azur,2020/04/10,20.0,19.0,10.0,46.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2020/04/11,19.0,18.0,12.0,50.0,10.0,1.0
Provence-Alpes-Côte d'Azur,2020/04/12,18.0,17.0,13.0,46.0,10.0,11.0
Provence-Alpes-Côte d'Azur,2020/04/13,17.0,15.0,27.0,68.0,8.75,44.0
Provence-Alpes-Côte d'Azur,2020/04/14,20.0,15.0,10.0,67.0,9.75,26.0
Provence-Alpes-Côte d'Azur,2020/04/15,17.0,16.0,34.0,55.0,10.0,16.0
Provence-Alpes-Côte d'Azur,2020/04/16,17.0,16.0,26.0,55.0,10.0,16.0
Provence-Alpes-Côte d'Azur,2020/04/17,16.0,14.0,20.0,75.0,10.0,26.0
Provence-Alpes-Côte d'Azur,2020/04/18,17.0,16.0,9.0,74.0,10.0,39.0
Provence-Alpes-Côte d'Azur,2020/04/19,16.0,15.0,16.0,86.0,8.375,90.0
Provence-Alpes-Côte d'Azur,2020/04/20,15.0,12.0,12.0,87.0,7.25,98.0
Provence-Alpes-Côte d'Azur,2020/04/21,16.0,14.0,12.0,86.0,7.625,86.0
Provence-Alpes-Côte d'Azur,2020/04/22,16.0,14.0,20.0,85.0,9.125,78.0
Provence-Alpes-Côte d'Azur,2020/04/23,19.0,18.0,13.0,62.0,10.0,7.0
Provence-Alpes-Côte d'Azur,2020/04/24,19.0,15.0,15.0,65.0,10.0,2.0
Provence-Alpes-Côte d'Azur,2020/04/25,18.0,17.0,12.0,69.0,10.0,8.0
Provence-Alpes-Côte d'Azur,2020/04/26,18.0,17.0,14.0,68.0,10.0,16.0
Provence-Alpes-Côte d'Azur,2020/04/27,18.0,17.0,24.0,78.0,10.0,28.0
Provence-Alpes-Côte d'Azur,2020/04/28,18.0,16.0,23.0,81.0,8.625,67.0
Provence-Alpes-Côte d'Azur,2020/04/29,18.0,16.0,29.0,66.0,10.0,11.0
Provence-Alpes-Côte d'Azur,2020/04/30,19.0,18.0,25.0,60.0,10.0,38.0
Île-de-France,2020/04/01,15.0,8.0,11.0,49.0,10.0,1.0
Île-de-France,2020/04/02,10.0,6.0,11.0,63.0,10.0,37.0
Île-de-France,2020/04/03,14.0,8.0,10.0,77.0,10.0,82.0
Île-de-France,2020/04/04,16.0,10.0,15.0,61.0,10.0,21.0
Île-de-France,2020/04/05,20.0,13.0,15.0,67.0,10.0,1.0
Île-de-France,2020/04/06,15.0,9.0,17.0,86.0,9.625,40.0
Île-de-France,2020/04/07,21.0,12.0,12.0,81.0,10.0,40.0
Île-de-France,2020/04/08,25.0,17.0,5.0,64.0,9.875,19.0
Île-de-France,2020/04/09,25.0,19.0,9.0,59.0,10.0,15.0
Île-de-France,2020/04/10,24.0,18.0,12.0,53.0,10.0,13.0
Île-de-France,2020/04/11,25.0,19.0,6.0,55.0,10.0,21.0
Île-de-France,2020/04/12,23.0,18.0,10.0,50.0,9.75,33.0
Île-de-France,2020/04/13,16.0,10.0,27.0,70.0,10.0,27.0
Île-de-France,2020/04/14,13.0,6.0,19.0,54.0,10.0,4.0
Île-de-France,2020/04/15,18.0,10.0,15.0,65.0,10.0,0.0
Île-de-France,2020/04/16,23.0,15.0,12.0,63.0,9.875,33.0
Île-de-France,2020/04/17,24.0,16.0,12.0,72.0,9.75,74.0
Île-de-France,2020/04/18,22.0,17.0,13.0,65.0,9.375,48.0
Île-de-France,2020/04/19,20.0,14.0,16.0,72.0,10.0,18.0
Île-de-France,2020/04/20,19.0,14.0,23.0,66.0,10.0,14.0
Île-de-France,2020/04/21,19.0,13.0,21.0,55.0,10.0,13.0
Île-de-France,2020/04/22,21.0,15.0,17.0,58.0,10.0,1.0
Île-de-France,2020/04/23,26.0,20.0,8.0,57.0,10.0,3.0
Île-de-France,2020/04/24,24.0,19.0,12.0,58.0,9.875,32.0
Île-de-France,2020/04/25,21.0,15.0,15.0,57.0,10.0,20.0
Île-de-France,2020/04/26,24.0,15.0,8.0,47.0,10.0,4.0
Île-de-France,2020/04/27,23.0,17.0,10.0,60.0,10.0,48.0
Île-de-France,2020/04/28,18.0,14.0,23.0,71.0,9.25,81.0
Île-de-France,2020/04/29,15.0,13.0,24.0,68.0,9.875,92.0
Île-de-France,2020/04/30,14.0,12.0,30.0,66.0,9.75,75.0
